Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,FrequentFlyerBit,SocialMediaBit,BookedHotelBit,High_Income,Middle_Income,Low_Income,Churn_Probability,Churn_Predicted,Churn_Probability_XGB,Churn_Predicted_XGB
31,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.048476434,0,8.27E-05,0
28,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.678152818,1,0.99837613,1
35,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.019732748,0,0.000919797,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
29,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.255699932,0,0.003725862,0
34,Yes,High Income,4,No,No,0,1,0,0,1,0,0,0.683672808,1,0.39329302,0
31,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.01649425,0,0.000127937,0
30,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.076423448,0,0.002897712,0
35,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.042505107,0,0.00081083,0
38,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.493809736,0,0.94742316,1
27,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.308754917,0,0.026089275,0
29,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.068075268,0,0.002950669,0
35,No,Middle Income,6,No,Yes,1,0,0,1,0,1,0,0.054980991,0,0.09030542,0
29,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.45591473,0,0.010300321,0
37,Yes,Low Income,3,Yes,No,1,1,1,0,0,0,1,0.56749284,1,0.9962412,1
34,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.036513703,0,0.000852263,0
37,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.022654853,0,9.79E-05,0
28,Yes,High Income,1,No,Yes,1,1,0,1,1,0,0,0.411358762,0,0.97850376,1
36,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.018826299,0,0.000705283,0
30,No,Low Income,4,Yes,No,1,0,1,0,0,0,1,0.465465556,0,0.16380711,0
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
36,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.365141132,0,0.6625221,1
33,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.037706765,0,0.000118887,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
35,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.021410135,0,0.00055255,0
27,Yes,Low Income,5,No,No,1,1,0,0,0,0,1,0.817693313,1,0.99284077,1
28,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.144570118,0,0.07894558,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
34,Yes,Low Income,1,Yes,No,0,1,1,0,0,0,1,0.489455746,0,0.42465845,0
35,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.591211817,1,0.21472067,0
37,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.0075728,0,0.000167405,0
27,No,Low Income,2,No,No,1,0,0,0,0,0,1,0.223910735,0,0.98894894,1
38,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.013396362,0,0.000419101,0
30,Yes,High Income,4,No,No,1,1,0,0,1,0,0,0.785108456,1,0.08240428,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
36,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.32262164,0,0.015479509,0
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
34,Yes,Low Income,1,Yes,Yes,1,1,1,1,0,0,1,0.289587606,0,0.5849414,1
30,No,Middle Income,5,Yes,No,0,0,1,0,0,1,0,0.289933507,0,0.001909704,0
37,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.053364888,0,0.012517991,0
37,No,Low Income,4,No,Yes,0,0,0,1,0,0,1,0.062788464,0,0.000861353,0
30,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.558323372,1,0.41210014,0
38,Yes,Low Income,6,No,Yes,0,1,0,1,0,0,1,0.390706572,0,0.04233792,0
36,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.08134295,0,0.008878146,0
34,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.106381702,0,0.001019222,0
34,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.427850681,0,0.36892495,0
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
30,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.052374625,0,0.000106181,0
35,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.021410135,0,0.00055255,0
33,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.522251104,1,0.18020882,0
30,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.083623053,0,5.19E-05,0
31,No,Middle Income,5,No,No,0,0,0,0,0,1,0,0.139697704,0,0.000704008,0
29,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.062123517,0,7.49E-05,0
30,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.558323372,1,0.41210014,0
30,No,Middle Income,4,Yes,Yes,0,0,1,1,0,1,0,0.108642051,0,0.000140271,0
30,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.300291503,0,0.97070307,1
35,Yes,Low Income,3,No,Yes,1,1,0,1,0,0,1,0.247510934,0,0.9863485,1
31,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.734346755,1,0.9695976,1
27,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.308754917,0,0.026089275,0
37,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.053364888,0,0.012517991,0
34,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.011185912,0,0.000240255,0
30,Yes,Low Income,4,No,No,0,1,0,0,0,0,1,0.67989328,1,0.009597584,0
34,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.022438146,0,0.000258899,0
31,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.145790461,0,0.001660897,0
34,No,Low Income,5,Yes,Yes,0,0,1,1,0,0,1,0.237801162,0,0.21087123,0
34,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.427850681,0,0.36892495,0
27,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.027568506,0,0.010663496,0
30,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.076423448,0,0.002897712,0
37,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.102641912,0,0.00332654,0
37,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.526595923,1,0.9526811,1
37,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.226746848,0,0.00360701,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
31,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.58699492,1,0.85583764,1
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
37,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.049310141,0,0.001324637,0
34,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.074777188,0,9.44E-05,0
27,Yes,High Income,5,No,Yes,1,1,0,1,1,0,0,0.766383084,1,0.99261427,1
30,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.040464835,0,0.000118797,0
34,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.202475091,0,0.95839685,1
38,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.013396362,0,0.000419101,0
35,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.396068821,0,0.9461919,1
34,No,Low Income,4,Yes,Yes,0,0,1,1,0,0,1,0.179675341,0,0.119399466,0
29,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.068075268,0,0.002950669,0
31,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.1010023,0,0.002386098,0
30,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.423591589,0,0.01013727,0
30,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.083623053,0,5.19E-05,0
30,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.100834644,0,0.002411765,0
34,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.070444802,0,0.005478295,0
29,Yes,High Income,4,Yes,No,0,1,1,0,1,0,0,0.901835228,1,0.11286516,0
27,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.104516256,0,0.078782134,0
29,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.32856917,0,0.9758799,1
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
31,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.525755633,1,0.57897615,1
34,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.151270329,0,0.004571874,0
31,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.053194881,0,0.000648343,0
36,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.024530154,0,0.001168972,0
37,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.110860962,0,0.000543959,0
30,No,Low Income,3,Yes,No,0,0,1,0,0,0,1,0.379390957,0,0.09254138,0
30,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.123788275,0,0.004143,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
34,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.427850681,0,0.36892495,0
36,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.048546716,0,0.46553618,0
30,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.359984477,0,0.000270163,0
34,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.048179189,0,0.000613209,0
31,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.525755633,1,0.57897615,1
30,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.120200204,0,8.51E-05,0
35,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.013934958,0,0.001953477,0
36,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.018826299,0,0.000705283,0
27,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.706105195,1,0.9987417,1
30,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.115032877,0,9.58E-05,0
38,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.02192719,0,0.001600394,0
31,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.048476434,0,8.27E-05,0
37,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.335287712,0,0.33869052,0
34,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.024339795,0,0.000467261,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
36,No,Middle Income,5,No,No,1,0,0,0,0,1,0,0.077698546,0,0.984458,1
35,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.620531177,1,0.99645376,1
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
27,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.388844812,0,0.9950151,1
34,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.011185912,0,0.000240255,0
30,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.423591589,0,0.01013727,0
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
30,No,Low Income,4,Yes,No,0,0,1,0,0,0,1,0.465465556,0,0.16380711,0
27,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.652058486,1,0.99583983,1
36,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.12447375,0,0.004207711,0
30,No,Low Income,2,Yes,Yes,1,0,1,1,0,0,1,0.154319743,0,0.9530943,1
34,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.048179189,0,0.000613209,0
34,Yes,High Income,5,Yes,No,1,1,1,0,1,0,0,0.871616525,1,0.9026223,1
37,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.05169764,0,0.000429312,0
27,No,Middle Income,4,No,No,1,0,0,0,0,1,0,0.16156995,0,0.7098898,1
37,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.042831298,0,0.09346943,0
30,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.423591589,0,0.01013727,0
37,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.074331272,0,0.002051127,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
31,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.1010023,0,0.002386098,0
31,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.320365918,0,0.013512494,0
27,No,Middle Income,4,Yes,Yes,0,0,1,1,0,1,0,0.153040796,0,0.00308576,0
27,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.388844812,0,0.9950151,1
30,No,Low Income,3,No,No,0,0,0,0,0,0,1,0.217042779,0,0.000228087,0
35,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.396068821,0,0.9461919,1
28,No,Low Income,5,No,Yes,0,0,0,1,0,0,1,0.237190811,0,0.012936636,0
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
37,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.016549014,0,0.000284587,0
30,Yes,Low Income,4,Yes,No,1,1,1,0,0,0,1,0.824064433,1,0.9907431,1
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
37,Yes,Low Income,6,No,Yes,0,1,0,1,0,0,1,0.422359067,0,0.048449412,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
29,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.760688212,1,0.2724115,0
36,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.008625716,0,0.00047238,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
37,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.021578088,0,0.000489568,0
37,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.335287712,0,0.33869052,0
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
27,No,Middle Income,5,No,No,1,0,0,0,0,1,0,0.215376395,0,0.89445233,1
30,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.018764142,0,0.000100247,0
29,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.262695639,0,0.006003786,0
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
31,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.200891856,0,0.001120731,0
36,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.025750353,0,0.000220745,0
34,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.427850681,0,0.36892495,0
34,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.062212291,0,0.001559814,0
30,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.300291503,0,0.97070307,1
37,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.074331272,0,0.002051127,0
34,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.427850681,0,0.36892495,0
30,No,Low Income,4,No,No,0,0,0,0,0,0,1,0.283085512,0,0.000182988,0
38,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.009442368,0,0.00080028,0
28,No,Low Income,5,Yes,Yes,0,0,1,1,0,0,1,0.406779836,0,0.07021788,0
27,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.706105195,1,0.9987417,1
28,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.106061721,0,0.010980716,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
27,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.159607532,0,0.003804796,0
38,Yes,High Income,4,No,No,0,1,0,0,1,0,0,0.561121857,1,0.13968204,0
28,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.051979702,0,0.002365431,0
36,Yes,Low Income,2,No,No,0,1,0,0,0,0,1,0.32262164,0,0.015479509,0
37,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.015246541,0,0.00038609,0
28,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.803849369,1,0.9985588,1
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
28,No,Middle Income,2,Yes,No,1,0,1,0,0,1,0,0.155179446,0,0.91516626,1
30,No,Middle Income,4,No,Yes,0,0,0,1,0,1,0,0.052374625,0,0.000106181,0
27,Yes,Low Income,5,Yes,No,1,1,1,0,0,0,1,0.908182836,1,0.99846244,1
30,No,Low Income,3,No,Yes,0,0,0,1,0,0,1,0.105440171,0,0.000408503,0
28,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.076888652,0,0.9878501,1
30,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.113559138,0,0.001876127,0
27,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.652058486,1,0.99583983,1
34,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.011185912,0,0.000240255,0
37,No,Low Income,4,No,Yes,0,0,0,1,0,0,1,0.062788464,0,0.000861353,0
36,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.08388169,0,0.001674588,0
37,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.526595923,1,0.9526811,1
31,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.20900513,0,0.003407149,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
37,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.042831298,0,0.09346943,0
31,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.391909395,0,0.004561121,0
35,No,Middle Income,5,Yes,No,1,0,1,0,0,1,0,0.174806309,0,0.8984796,1
30,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.060206232,0,0.000863661,0
36,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.250579166,0,0.024323264,0
29,Yes,High Income,1,No,Yes,0,1,0,1,1,0,0,0.37998835,0,0.023511307,0
36,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.018826299,0,0.000705283,0
37,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.146210696,0,0.98256886,1
30,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.037351579,0,6.65E-05,0
33,Yes,High Income,4,No,No,1,1,0,0,1,0,0,0.711349832,1,0.21531402,0
31,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.048476434,0,8.27E-05,0
30,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.162906464,0,0.002171518,0
37,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.016549014,0,0.000284587,0
31,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.391909395,0,0.004561121,0
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
34,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.062212291,0,0.001559814,0
28,No,Low Income,4,Yes,Yes,0,0,1,1,0,0,1,0.324960068,0,0.022603355,0
30,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.735986162,1,0.38642016,0
31,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.048476434,0,8.27E-05,0
35,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.09170501,0,0.010875488,0
28,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.048024864,0,0.00350949,0
34,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.427850681,0,0.36892495,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
34,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.071404086,0,0.000276758,0
31,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.01649425,0,0.000127937,0
30,Yes,Low Income,1,Yes,Yes,1,1,1,1,0,0,1,0.40796081,0,0.9201854,1
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
35,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.068289401,0,0.005635607,0
30,No,Low Income,5,No,No,0,0,0,0,0,0,1,0.359984477,0,0.000270163,0
30,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.558323372,1,0.41210014,0
34,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.062212291,0,0.001559814,0
34,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.103238723,0,0.001912892,0
31,No,Low Income,3,Yes,Yes,0,0,1,1,0,0,1,0.185641224,0,0.15253091,0
29,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.590397008,1,0.43826097,0
30,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.23153105,0,0.00321977,0
29,No,Middle Income,2,No,Yes,0,0,0,1,0,1,0,0.030124101,0,0.002162899,0
34,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.024339795,0,0.000467261,0
34,Yes,Low Income,4,Yes,No,1,1,1,0,0,0,1,0.734805989,1,0.9784315,1
31,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.0740997,0,7.70E-05,0
27,No,Low Income,2,No,No,1,0,0,0,0,0,1,0.223910735,0,0.98894894,1
38,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.01992386,0,0.000115455,0
30,Yes,High Income,5,No,No,0,1,0,0,1,0,0,0.838818656,1,0.365398,0
38,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.014543114,0,0.000303018,0
36,No,Low Income,2,Yes,No,1,0,1,0,0,0,1,0.1633666,0,0.965115,1
35,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.063176346,0,0.002980973,0
28,Yes,High Income,6,No,Yes,1,1,0,1,1,0,0,0.803849369,1,0.9985588,1
34,Yes,Low Income,1,Yes,No,0,1,1,0,0,0,1,0.489455746,0,0.42465845,0
30,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.123788275,0,0.004143,0
27,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.027568506,0,0.010663496,0
30,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.423591589,0,0.01013727,0
31,No,Middle Income,3,No,Yes,0,0,0,1,0,1,0,0.032908581,0,9.67E-05,0
30,No,Middle Income,4,No,No,0,0,0,0,0,1,0,0.115032877,0,9.58E-05,0
34,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.151270329,0,0.004571874,0
31,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.525755633,1,0.57897615,1
29,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.082374421,0,0.00129643,0
34,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.046665968,0,0.003106611,0
33,No,Middle Income,3,Yes,Yes,0,0,1,1,0,1,0,0.054567547,0,0.000655254,0
31,Yes,High Income,1,Yes,No,1,1,1,0,1,0,0,0.709707377,1,0.6055941,1
30,No,Low Income,4,No,No,0,0,0,0,0,0,1,0.283085512,0,0.000182988,0
36,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.028322603,0,0.003096816,0
28,No,Low Income,6,No,Yes,0,0,0,1,0,0,1,0.306960705,0,0.5044689,1
31,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.58699492,1,0.85583764,1
29,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.186636907,0,9.23E-05,0
37,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.024925799,0,0.001583992,0
34,No,Low Income,1,No,Yes,0,0,0,1,0,0,1,0.033222975,0,0.000136352,0
28,Yes,High Income,4,No,Yes,1,1,0,1,1,0,0,0.668847468,1,0.9907115,1
30,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.040464835,0,0.000118797,0
28,No,Low Income,5,Yes,No,1,0,1,0,0,0,1,0.617254465,1,0.8417693,1
29,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.094245771,0,8.46E-05,0
30,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.558323372,1,0.41210014,0
37,No,Low Income,1,Yes,Yes,0,0,1,1,0,0,1,0.048632135,0,0.001106285,0
27,No,Middle Income,2,No,No,1,0,0,0,0,1,0,0.086736865,0,0.9972344,1
29,No,Middle Income,4,Yes,Yes,0,0,1,1,0,1,0,0.122019767,0,9.04E-05,0
36,Yes,Low Income,1,No,No,0,1,0,0,0,0,1,0.250579166,0,0.024323264,0
35,Yes,Low Income,3,No,No,1,1,0,0,0,0,1,0.436168404,0,0.96493274,1
28,No,Middle Income,6,No,Yes,1,0,0,1,0,1,0,0.127250395,0,0.5806883,1
36,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.120557087,0,0.014565355,0
29,Yes,High Income,1,Yes,No,0,1,1,0,1,0,0,0.760688212,1,0.2724115,0
37,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.0075728,0,0.000167405,0
31,No,Low Income,4,Yes,No,1,0,1,0,0,0,1,0.433004172,0,0.50542897,1
28,No,Middle Income,5,No,Yes,0,0,0,1,0,1,0,0.092854596,0,0.018933017,0
31,Yes,High Income,1,No,No,1,1,0,0,1,0,0,0.525755633,1,0.57897615,1
36,No,Low Income,1,Yes,No,0,0,1,0,0,0,1,0.120557087,0,0.014565355,0
36,No,Middle Income,2,No,No,0,0,0,0,0,1,0,0.028322603,0,0.003096816,0
31,No,Middle Income,1,No,Yes,0,0,0,1,0,1,0,0.01649425,0,0.000127937,0
30,Yes,Low Income,1,No,Yes,0,1,0,1,0,0,1,0.238077027,0,0.004433509,0
29,No,Middle Income,4,Yes,No,0,0,1,0,0,1,0,0.246338536,0,0.00030987,0
38,No,Middle Income,2,Yes,No,0,0,1,0,0,1,0,0.047110312,0,0.0114355,0
38,Yes,Low Income,1,Yes,Yes,0,1,1,1,0,0,1,0.194289711,0,0.072783135,0
29,Yes,High Income,1,No,No,0,1,0,0,1,0,0,0.590397008,1,0.43826097,0
27,No,Middle Income,6,No,Yes,0,0,0,1,0,1,0,0.142553012,0,0.6542695,1
35,No,Low Income,2,No,No,0,0,0,0,0,0,1,0.09170501,0,0.010875488,0
30,No,Middle Income,3,Yes,No,0,0,1,0,0,1,0,0.167526607,0,0.000129901,0
29,Yes,High Income,5,No,No,1,1,0,0,1,0,0,0.855784633,1,0.86190355,1
31,No,Low Income,1,No,No,0,0,0,0,0,0,1,0.106997666,0,8.37E-05,0
31,No,Low Income,2,No,Yes,0,0,0,1,0,0,1,0.06765948,0,0.002120114,0
34,No,Middle Income,1,Yes,Yes,0,0,1,1,0,1,0,0.024339795,0,0.000467261,0
29,Yes,Low Income,1,Yes,No,1,1,1,0,0,0,1,0.648863948,1,0.95120466,1
37,No,Middle Income,3,No,No,0,0,0,0,0,1,0,0.035133517,0,0.00085593,0
